catalogue_expo;136;3
Exposition:;COLLER ICI LE NOM DE L'EXPOSITION
Utilisateur:;COLLER ICI LE NOM UTILISATEUR

0;1;2;4;5;65;66;67;68;69;70;72;73;78;79;80;81;82;83;84;86;87;92;3;101;6;9;10;11;12;13;14;23;26;27;28;29;30;31;41;40;43;42;53;54;55;56;57;58;59;60;61;62;63;46;44;45;47;48;51;49;50;59;60;61;98;99;52
Nom artiste;Prénom artiste;Sexe artiste (F/M/FM/vide);Appartenance à un groupe;Éléments biographiques;Adresse complète de l'artiste telle qu'elle apparaît dans le catalogue;Pays de l'artiste;État de l'artiste;Ville de l'artiste;Identifiant WikiData ville de l'artiste;Coordonnées ville de l'artiste;N adresse de l'artiste;Voie adresse de l'artiste;Complément d'adresse de l'artiste;Adresse complète de l'artiste 2 telle qu'elle apparaît dans le catalogue;Pays de l'artiste 2;État de l'artiste 2;Ville de l'artiste 2;Identifiant WikiData ville de l'artiste 2;Coordonnées ville de l'artiste 2;N adresse de l'artiste 2;Voie adresse de l'artiste 2;Complément d'adresse de l'artiste 2;Nationalité artiste;Élève de;Année de naissance;Adresse complète de naissance telle qu'elle apparaît dans le catalogue;Pays de naissance;État de naissance;Ville de naissance;Identifiant WikiData ville de naissance;Coordonnées ville de naissance;Année de mort;Adresse complète de mort telle qu'elle apparaît dans le catalogue;Pays de mort;État de mort;Ville de mort;Identifiant WikiData ville de mort;Coordonnées ville de mort;numéro;Titre oeuvre;Sous-titre;Traduction titre;Année de début de conception;Mois de début de conception;Jour de début de conception;Année de fin de conception;Mois de fin de conception;Jour de fin de conception;Pays de conception;État de conception;Ville de conception;Identifiant WikiData ville de conception;Coordonnées ville de conception;Dimensions;Catégories;Medium;Salle;Chapitre du catalogue;reproduit dans catalogue ?;Prix;Localisation / Propriétaire;Pays du propriétaire;État du propriétaire;Ville du propriétaire;Identifiant WikiData ville du propriétaire;Coordonnées ville du propriétaire;Notes
ADELSWARD (d’); ; ; ; Chez Mme Cadart, boulevard Haussmann, 56, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;Effet de lune.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ALLONGÉ (Auguste),; ; ; ; Né à Paris, élève de M. Léon Cogniet. Médaille d’or à l’Exposition des Arts appliqués à l’industrie, Médaille d’or à Saint-Germain-en-Laye, et d’argent à diverses Expositions de province Chez M. Dangleterre, rue de Seine, 42, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;Paysage.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ANGRAND (Charles),; ; ; ; Né à Criquetot-sur-Ouville, élève de l’Académie de Peinture de Rouen, et de M. Zacharie. Au Lycée Corneille, Rouen.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;Fleurs des champs.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ANNALY,; ; ; ; Né à Bordeaux, élève de MM. Auguin et Baudit. Rue de l’Eglise Saint-Seurin, 14, Bordeaux.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;Après la pluie ;(Tarn).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
AUGUIN (Louis-Augustin),; ; ; ; Né à Rochefort, élève de Jules Cogniet et de Corot. Grande médaille, d’honneur. La Rochelle 1866, Grande Médaille, Exposition universelle Vienne (Autriche), 1873, 1ere Médaille d’or, Angoulême, 1876, Mention honorable, salon de Paris, 1877, Médailles à Niort, Toulouse, Montpellier, Lyon, Moulins, etc. Rue de la Course, 67, Bordeaux.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;Les ombrages de juillet.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
AUGUIN (Louis-Augustin),; ; ; ; Né à Rochefort, élève de Jules Cogniet et de Corot. Grande médaille, d’honneur. La Rochelle 1866, Grande Médaille, Exposition universelle Vienne (Autriche), 1873, 1ere Médaille d’or, Angoulême, 1876, Mention honorable, salon de Paris, 1877, Médailles à Niort, Toulouse, Montpellier, Lyon, Moulins, etc. Rue de la Course, 67, Bordeaux.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;La Charente, près Cognac.;près Cognac.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
AUGUIN (Louis-Augustin),; ; ; ; Né à Rochefort, élève de Jules Cogniet et de Corot. Grande médaille, d’honneur. La Rochelle 1866, Grande Médaille, Exposition universelle Vienne (Autriche), 1873, 1ere Médaille d’or, Angoulême, 1876, Mention honorable, salon de Paris, 1877, Médailles à Niort, Toulouse, Montpellier, Lyon, Moulins, etc. Rue de la Course, 67, Bordeaux.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;Les derniers beaux jours.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
AUBEL (d’),; ; ; ; Chez Mme Cadart, Boulevard Haussmann, 56, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;Nature morte.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
AUBEL (d’),; ; ; ; Chez Mme Cadart, Boulevard Haussmann, 56, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14;Un coin de pré.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
AUTEROCHE (Fugénie VENOT d’),; ; ; ; Professeur de dessin des écoles du 13e arrondissement de la ville de Paris. Née à Paris, élève de M. Léon Cogniet. Médaille à Londres, 1874, Médaille d’argent, Compiègne, 1877. Rue Fontaine-Saint-Georges, 42, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;Prunes de Monsieur.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
